,Unnamed: 0,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
7406,7406,2000-09-24,2000,4,False,New York Giants,6.0,16.0,Washington Redskins,NYG,"(-1.0, 0)","(42.0, 0)",Giants Stadium,False,71.0,"(11.0, 0)","(88.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7424,7424,2000-10-01,2000,5,False,Washington Redskins,20.0,17.0,Tampa Bay Buccaneers,WAS,"(-1.5, 0)","(36.0, 0)",FedEx Field,False,60.0,"(5.0, 0)","(92.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7436,7436,2000-10-08,2000,6,False,Philadelphia Eagles,14.0,17.0,Washington Redskins,WAS,"(-3.5, 0)","(37.5, 0)",Veterans Stadium,False,48.0,"(12.0, 0)","(57.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7452,7452,2000-10-15,2000,7,False,Washington Redskins,10.0,3.0,Baltimore Ravens,WAS,"(-3.5, 0)","(34.5, 0)",FedEx Field,False,64.0,"(7.0, 0)","(70.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7461,7461,2000-10-22,2000,8,False,Jacksonville Jaguars,16.0,35.0,Washington Redskins,WAS,"(-4.0, 0)","(36.0, 0)",EverBank Field,False,72.0,"(10.0, 0)","(82.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7481,7481,2000-10-30,2000,9,False,Washington Redskins,21.0,27.0,Tennessee Titans,WAS,"(-4.0, 0)","(37.5, 0)",FedEx Field,False,52.0,"(14.0, 0)","(35.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7482,7482,2000-11-05,2000,10,False,Arizona Cardinals,16.0,15.0,Washington Redskins,WAS,"(-10.0, 0)","(40.0, 0)",University of Phoenix Stadium,False,59.0,"(7.0, 0)","(69.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7526,7526,2000-11-20,2000,12,False,St. Louis Rams,20.0,33.0,Washington Redskins,LAR,"(-5.5, 0)","(56.0, 0)",Edward Jones Dome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7540,7540,2000-11-26,2000,13,False,Washington Redskins,20.0,23.0,Philadelphia Eagles,WAS,"(-7.0, 0)","(37.0, 0)",FedEx Field,False,50.0,"(10.0, 0)","(90.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7555,7555,2000-12-03,2000,14,False,Washington Redskins,7.0,9.0,New York Giants,WAS,"(-6.0, 0)","(38.0, 0)",FedEx Field,False,29.0,"(14.0, 0)","(51.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7560,7560,2000-12-10,2000,15,False,Dallas Cowboys,32.0,13.0,Washington Redskins,WAS,"(-6.0, 0)","(39.0, 0)",Texas Stadium,False,54.0,"(12.0, 0)","(91.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7572,7572,2000-12-16,2000,16,False,Pittsburgh Steelers,24.0,3.0,Washington Redskins,WAS,"(-1.0, 0)","(37.5, 0)",Three Rivers Stadium,False,37.0,"(9.0, 0)","(79.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7600,7600,2000-12-24,2000,17,False,Washington Redskins,20.0,3.0,Arizona Cardinals,WAS,"(-7.0, 0)","(38.5, 0)",FedEx Field,False,28.0,"(9.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7624,7624,2001-09-09,2001,1,False,San Diego Chargers,30.0,3.0,Washington Redskins,LAC,"(-2.5, 0)","(36.5, 0)",Qualcomm Stadium,False,66.0,"(9.0, 0)","(88.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7641,7641,2001-09-24,2001,2,False,Green Bay Packers,37.0,0.0,Washington Redskins,GB,"(-8.5, 0)","(41.0, 0)",Lambeau Field,False,46.0,"(18.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7654,7654,2001-09-30,2001,3,False,Washington Redskins,13.0,45.0,Kansas City Chiefs,KC,"(-3.0, 0)","(35.5, 0)",FedEx Field,False,57.0,"(17.0, 0)","(59.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7663,7663,2001-10-07,2001,4,False,New York Giants,23.0,9.0,Washington Redskins,NYG,"(-14.0, 0)","(36.0, 0)",Giants Stadium,False,54.0,"(17.0, 0)","(47.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7684,7684,2001-10-15,2001,5,False,Dallas Cowboys,9.0,7.0,Washington Redskins,DAL,"(-3.0, 0)","(37.0, 0)",Texas Stadium,False,65.0,"(16.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7696,7696,2001-10-21,2001,6,False,Washington Redskins,17.0,14.0,Carolina Panthers,CAR,"(-3.5, 0)","(36.0, 0)",FedEx Field,False,62.0,"(9.0, 0)","(68.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7710,7710,2001-10-28,2001,7,False,Washington Redskins,35.0,21.0,New York Giants,NYG,"(-7.5, 0)","(33.5, 0)",FedEx Field,False,46.0,"(15.0, 0)","(46.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7724,7724,2001-11-04,2001,8,False,Washington Redskins,27.0,14.0,Seattle Seahawks,SEA,"(-2.5, 0)","(37.0, 0)",FedEx Field,False,58.0,"(9.0, 0)","(47.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7747,7747,2001-11-18,2001,10,False,Denver Broncos,10.0,17.0,Washington Redskins,DEN,"(-8.5, 0)","(43.0, 0)",Sports Authority Field at Mile High,False,42.0,"(15.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7767,7767,2001-11-25,2001,11,False,Philadelphia Eagles,3.0,13.0,Washington Redskins,PHI,"(-8.0, 0)","(37.5, 0)",Veterans Stadium,False,64.0,"(15.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7784,7784,2001-12-02,2001,12,False,Washington Redskins,14.0,20.0,Dallas Cowboys,WAS,"(-8.5, 0)","(35.5, 0)",FedEx Field,False,52.0,"(12.0, 0)","(59.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7786,7786,2001-12-09,2001,13,False,Arizona Cardinals,10.0,20.0,Washington Redskins,ARI,"(-2.0, 0)","(38.5, 0)",University of Phoenix Stadium,False,58.0,"(9.0, 0)","(29.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7814,7814,2001-12-16,2001,14,False,Washington Redskins,6.0,20.0,Philadelphia Eagles,PHI,"(-2.5, 0)","(34.5, 0)",FedEx Field,False,42.0,"(9.0, 0)","(56.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7830,7830,2001-12-23,2001,15,False,Washington Redskins,15.0,20.0,Chicago Bears,WAS,"(-1.0, 0)","(33.0, 0)",FedEx Field,False,41.0,"(11.0, 0)","(58.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7840,7840,2001-12-30,2001,16,False,New Orleans Saints,10.0,40.0,Washington Redskins,NO,"(-5.0, 0)","(39.5, 0)",Louisiana Superdome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7859,7859,2002-01-06,2001,17,False,Washington Redskins,20.0,17.0,Arizona Cardinals,WAS,"(-3.5, 0)","(36.5, 0)",FedEx Field,False,35.0,"(9.0, 0)","(65.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7886,7886,2002-09-08,2002,1,False,Washington Redskins,31.0,23.0,Arizona Cardinals,WAS,"(-6.0, 0)","(44.5, 0)",FedEx Field,False,73.0,"(5.0, 0)","(70.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7903,7903,2002-09-16,2002,2,False,Washington Redskins,7.0,37.0,Philadelphia Eagles,PHI,"(-3.0, 0)","(44.0, 0)",FedEx Field,False,75.0,"(12.0, 0)","(84.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7915,7915,2002-09-22,2002,3,False,San Francisco 49ers,20.0,10.0,Washington Redskins,SF,"(-10.0, 0)","(44.0, 0)",Candlestick Park,False,61.0,"(14.0, 0)","(83.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7944,7944,2002-10-06,2002,5,False,Tennessee Titans,14.0,31.0,Washington Redskins,TEN,"(-3.5, 0)","(43.5, 0)",Nissan Stadium,False,65.0,"(6.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7958,7958,2002-10-13,2002,6,False,Washington Redskins,27.0,43.0,New Orleans Saints,NO,"(-1.5, 0)","(45.5, 0)",FedEx Field,False,65.0,"(7.0, 0)","(92.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7965,7965,2002-10-20,2002,7,False,Green Bay Packers,30.0,9.0,Washington Redskins,GB,"(-7.0, 0)","(48.0, 0)",Lambeau Field,False,38.0,"(11.0, 0)","(61.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7986,7986,2002-10-27,2002,8,False,Washington Redskins,26.0,21.0,Indianapolis Colts,WAS,"(-1.0, 0)","(46.0, 0)",FedEx Field,False,58.0,"(8.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7999,7999,2002-11-03,2002,9,False,Seattle Seahawks,3.0,14.0,Washington Redskins,SEA,"(-2.0, 0)","(41.5, 0)",CenturyLink Field,False,41.0,"(3.0, 0)","(57.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8007,8007,2002-11-10,2002,10,False,Jacksonville Jaguars,26.0,7.0,Washington Redskins,JAX,"(-1.5, 0)","(39.5, 0)",EverBank Field,False,73.0,"(11.0, 0)","(82.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8024,8024,2002-11-17,2002,11,False,New York Giants,19.0,17.0,Washington Redskins,NYG,"(-3.5, 0)","(34.5, 0)",Giants Stadium,False,41.0,"(22.0, 0)","(93.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8046,8046,2002-11-24,2002,12,False,Washington Redskins,20.0,17.0,St. Louis Rams,LAR,"(-3.5, 0)","(41.0, 0)",FedEx Field,False,44.0,"(6.0, 0)","(64.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8048,8048,2002-11-28,2002,13,False,Dallas Cowboys,27.0,20.0,Washington Redskins,WAS,"(-1.0, 0)","(36.5, 0)",Texas Stadium,False,42.0,"(6.0, 0)","(59.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8078,8078,2002-12-08,2002,14,False,Washington Redskins,21.0,27.0,New York Giants,WAS,"(-3.0, 0)","(37.5, 0)",FedEx Field,False,36.0,"(6.0, 0)","(70.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8091,8091,2002-12-15,2002,15,False,Philadelphia Eagles,34.0,21.0,Washington Redskins,PHI,"(-7.5, 0)","(38.0, 0)",Veterans Stadium,False,44.0,"(16.0, 0)","(57.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8110,8110,2002-12-22,2002,16,False,Washington Redskins,26.0,10.0,Houston Texans,WAS,"(-6.5, 0)","(36.5, 0)",FedEx Field,False,46.0,"(10.0, 0)","(47.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8126,8126,2002-12-29,2002,17,False,Washington Redskins,20.0,14.0,Dallas Cowboys,WAS,"(-7.5, 0)","(36.5, 0)",FedEx Field,False,40.0,"(7.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8139,8139,2003-09-04,2003,1,False,Washington Redskins,16.0,13.0,New York Jets,WAS,"(-3.0, 0)","(40.0, 0)",FedEx Field,False,74.0,"(9.0, 0)","(89.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8156,8156,2003-09-14,2003,2,False,Atlanta Falcons,31.0,33.0,Washington Redskins,ATL,"(-3.0, 0)","(39.5, 0)",Georgia Dome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8183,8183,2003-09-21,2003,3,False,Washington Redskins,21.0,24.0,New York Giants,WAS,"(-1.5, 0)","(43.5, 0)",FedEx Field,False,72.0,"(8.0, 0)","(79.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8197,8197,2003-09-28,2003,4,False,Washington Redskins,20.0,17.0,New England Patriots,WAS,"(-3.5, 0)","(43.0, 0)",FedEx Field,False,69.0,"(11.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8209,8209,2003-10-05,2003,5,False,Philadelphia Eagles,27.0,25.0,Washington Redskins,PHI,"(-4.5, 0)","(40.5, 0)",Lincoln Financial Field,False,53.0,"(12.0, 0)","(65.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8225,8225,2003-10-12,2003,6,False,Washington Redskins,13.0,35.0,Tampa Bay Buccaneers,TB,"(-3.5, 0)","(37.0, 0)",FedEx Field,False,67.0,"(9.0, 0)","(63.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8228,8228,2003-10-19,2003,7,False,Buffalo Bills,24.0,7.0,Washington Redskins,BUF,"(-3.0, 0)","(38.0, 0)",Ralph Wilson Stadium,False,44.0,"(9.0, 0)","(88.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8259,8259,2003-11-02,2003,9,False,Dallas Cowboys,21.0,14.0,Washington Redskins,DAL,"(-6.0, 0)","(38.5, 0)",Texas Stadium,False,73.0,"(12.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8281,8281,2003-11-09,2003,10,False,Washington Redskins,27.0,20.0,Seattle Seahawks,SEA,"(-3.0, 0)","(41.0, 0)",FedEx Field,False,39.0,"(10.0, 0)","(40.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8284,8284,2003-11-16,2003,11,False,Carolina Panthers,20.0,17.0,Washington Redskins,CAR,"(-6.0, 0)","(37.0, 0)",Bank of America Stadium,False,54.0,"(6.0, 0)","(69.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8309,8309,2003-11-23,2003,12,False,Miami Dolphins,24.0,23.0,Washington Redskins,MIA,"(-7.0, 0)","(35.0, 0)",Sun Life Stadium,False,75.0,"(11.0, 0)","(65.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8329,8329,2003-11-30,2003,13,False,Washington Redskins,20.0,24.0,New Orleans Saints,NO,"(-1.0, 0)","(42.5, 0)",FedEx Field,False,40.0,"(10.0, 0)","(55.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8341,8341,2003-12-07,2003,14,False,New York Giants,7.0,20.0,Washington Redskins,NYG,"(-3.0, 0)","(36.0, 0)",Giants Stadium,False,28.0,"(21.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8361,8361,2003-12-14,2003,15,False,Washington Redskins,0.0,27.0,Dallas Cowboys,DAL,"(-3.0, 0)","(34.0, 0)",FedEx Field,False,34.0,"(13.0, 0)","(76.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8368,8368,2003-12-21,2003,16,False,Chicago Bears,27.0,24.0,Washington Redskins,CHI,"(-4.0, 0)","(35.0, 0)",Soldier Field,False,34.0,"(17.0, 0)","(56.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8381,8381,2003-12-27,2003,17,False,Washington Redskins,7.0,31.0,Philadelphia Eagles,PHI,"(-9.0, 0)","(42.0, 0)",FedEx Field,False,43.0,"(11.0, 0)","(40.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8420,8420,2004-09-12,2004,1,False,Washington Redskins,16.0,10.0,Tampa Bay Buccaneers,WAS,"(-2.5, 0)","(38.5, 0)",FedEx Field,False,72.0,"(6.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8432,8432,2004-09-19,2004,2,False,New York Giants,20.0,14.0,Washington Redskins,WAS,"(-3.0, 0)","(40.0, 0)",Giants Stadium,False,58.0,"(19.0, 0)","(61.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8451,8451,2004-09-27,2004,3,False,Washington Redskins,18.0,21.0,Dallas Cowboys,WAS,"(-1.5, 0)","(35.5, 0)",FedEx Field,False,70.0,"(6.0, 0)","(76.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8456,8456,2004-10-03,2004,4,False,Cleveland Browns,17.0,13.0,Washington Redskins,WAS,"(-2.5, 0)","(36.0, 0)",FirstEnergy Stadium,False,50.0,"(9.0, 0)","(64.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8478,8478,2004-10-10,2004,5,False,Washington Redskins,10.0,17.0,Baltimore Ravens,PICK,"(0.0, 0)","(34.0, 0)",FedEx Field,False,65.0,"(11.0, 0)","(64.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8482,8482,2004-10-17,2004,6,False,Chicago Bears,10.0,13.0,Washington Redskins,CHI,"(-1.5, 0)","(33.5, 0)",Soldier Field,False,41.0,"(15.0, 0)","(57.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8520,8520,2004-10-31,2004,8,False,Washington Redskins,14.0,28.0,Green Bay Packers,GB,"(-1.0, 0)","(40.5, 0)",FedEx Field,False,68.0,"(12.0, 0)","(66.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8527,8527,2004-11-07,2004,9,False,Detroit Lions,10.0,17.0,Washington Redskins,DET,"(-3.5, 0)","(37.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8548,8548,2004-11-14,2004,10,False,Washington Redskins,10.0,17.0,Cincinnati Bengals,WAS,"(-4.0, 0)","(36.5, 0)",FedEx Field,False,41.0,"(13.0, 0)","(44.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8562,8562,2004-11-21,2004,11,False,Philadelphia Eagles,28.0,6.0,Washington Redskins,PHI,"(-10.0, 0)","(38.5, 0)",Lincoln Financial Field,False,51.0,"(7.0, 0)","(89.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8578,8578,2004-11-28,2004,12,False,Pittsburgh Steelers,16.0,7.0,Washington Redskins,PIT,"(-10.0, 0)","(34.5, 0)",Heinz Field,False,43.0,"(14.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8596,8596,2004-12-05,2004,13,False,Washington Redskins,31.0,7.0,New York Giants,WAS,"(-3.0, 0)","(33.0, 0)",FedEx Field,False,45.0,"(8.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8612,8612,2004-12-12,2004,14,False,Washington Redskins,14.0,17.0,Philadelphia Eagles,PHI,"(-8.0, 0)","(38.5, 0)",FedEx Field,False,44.0,"(12.0, 0)","(55.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8616,8616,2004-12-18,2004,15,False,San Francisco 49ers,16.0,26.0,Washington Redskins,WAS,"(-6.5, 0)","(36.5, 0)",Candlestick Park,False,51.0,"(3.0, 0)","(86.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8634,8634,2004-12-26,2004,16,False,Dallas Cowboys,13.0,10.0,Washington Redskins,WAS,"(-2.5, 0)","(35.0, 0)",Texas Stadium,False,41.0,"(7.0, 0)","(50.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8661,8661,2005-01-02,2004,17,False,Washington Redskins,21.0,18.0,Minnesota Vikings,MIN,"(-4.0, 0)","(41.0, 0)",FedEx Field,False,44.0,"(7.0, 0)","(71.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8687,8687,2005-09-11,2005,1,False,Washington Redskins,9.0,7.0,Chicago Bears,WAS,"(-6.0, 0)","(33.0, 0)",FedEx Field,False,73.0,"(6.0, 0)","(55.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8703,8703,2005-09-19,2005,2,False,Dallas Cowboys,13.0,14.0,Washington Redskins,DAL,"(-6.0, 0)","(36.0, 0)",Texas Stadium,False,86.0,"(11.0, 0)","(51.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8731,8731,2005-10-02,2005,4,False,Washington Redskins,20.0,17.0,Seattle Seahawks,WAS,"(-2.0, 0)","(37.0, 0)",FedEx Field,False,68.0,"(5.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8738,8738,2005-10-09,2005,5,False,Denver Broncos,21.0,19.0,Washington Redskins,DEN,"(-7.0, 0)","(34.5, 0)",Sports Authority Field at Mile High,False,56.0,"(16.0, 0)","(51.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8753,8753,2005-10-16,2005,6,False,Kansas City Chiefs,28.0,21.0,Washington Redskins,KC,"(-6.5, 0)","(42.5, 0)",Arrowhead Stadium,False,64.0,"(10.0, 0)","(46.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8773,8773,2005-10-23,2005,7,False,Washington Redskins,52.0,17.0,San Francisco 49ers,WAS,"(-11.5, 0)","(38.0, 0)",FedEx Field,False,55.0,"(11.0, 0)","(58.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8783,8783,2005-10-30,2005,8,False,New York Giants,36.0,0.0,Washington Redskins,NYG,"(-3.0, 0)","(41.0, 0)",Giants Stadium,False,55.0,"(15.0, 0)","(50.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8801,8801,2005-11-06,2005,9,False,Washington Redskins,17.0,10.0,Philadelphia Eagles,PICK,"(0.0, 0)","(41.0, 0)",FedEx Field,False,62.0,"(10.0, 0)","(73.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8815,8815,2005-11-13,2005,10,False,Tampa Bay Buccaneers,36.0,35.0,Washington Redskins,WAS,"(-1.0, 0)","(34.0, 0)",Raymond James Stadium,False,72.0,"(7.0, 0)","(65.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8831,8831,2005-11-20,2005,11,False,Washington Redskins,13.0,16.0,Oakland Raiders,WAS,"(-6.0, 0)","(42.0, 0)",FedEx Field,False,45.0,"(6.0, 0)","(52.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8847,8847,2005-11-27,2005,12,False,Washington Redskins,17.0,23.0,San Diego Chargers,LAC,"(-3.0, 0)","(44.0, 0)",FedEx Field,False,43.0,"(5.0, 0)","(54.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8863,8863,2005-12-04,2005,13,False,St. Louis Rams,9.0,24.0,Washington Redskins,WAS,"(-3.0, 0)","(45.0, 0)",Edward Jones Dome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8865,8865,2005-12-11,2005,14,False,Arizona Cardinals,13.0,17.0,Washington Redskins,WAS,"(-3.0, 0)","(41.5, 0)",University of Phoenix Stadium,False,56.0,"(4.0, 0)","(22.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8895,8895,2005-12-18,2005,15,False,Washington Redskins,35.0,7.0,Dallas Cowboys,WAS,"(-3.0, 0)","(36.0, 0)",FedEx Field,False,38.0,"(5.0, 0)","(64.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8909,8909,2005-12-24,2005,16,False,Washington Redskins,35.0,20.0,New York Giants,WAS,"(-3.0, 0)","(38.0, 0)",FedEx Field,False,43.0,"(7.0, 0)","(49.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8925,8925,2006-01-01,2005,17,False,Philadelphia Eagles,20.0,31.0,Washington Redskins,WAS,"(-7.0, 0)","(37.0, 0)",Lincoln Financial Field,False,39.0,"(8.0, 0)","(72.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8930,8930,2006-01-07,2005,Wildcard,True,Tampa Bay Buccaneers,10.0,17.0,Washington Redskins,TB,"(-2.5, 0)","(37.5, 0)",Raymond James Stadium,False,,"(0, 1)","(0, 1)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8934,8934,2006-01-14,2005,Division,True,Seattle Seahawks,20.0,10.0,Washington Redskins,SEA,"(-8.5, 0)","(41.0, 0)",CenturyLink Field,False,,"(0, 1)","(0, 1)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8955,8955,2006-09-11,2006,1,False,Washington Redskins,16.0,19.0,Minnesota Vikings,WAS,"(-4.0, 0)","(35.5, 0)",FedEx Field,False,67.0,"(9.0, 0)","(77.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8960,8960,2006-09-17,2006,2,False,Dallas Cowboys,27.0,10.0,Washington Redskins,DAL,"(-7.0, 0)","(37.0, 0)",Texas Stadium,False,83.0,"(16.0, 0)","(66.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8976,8976,2006-09-24,2006,3,False,Houston Texans,15.0,31.0,Washington Redskins,WAS,"(-3.5, 0)","(37.5, 0)",Reliant Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8998,8998,2006-10-01,2006,4,False,Washington Redskins,36.0,30.0,Jacksonville Jaguars,JAX,"(-3.0, 0)","(34.0, 0)",FedEx Field,False,64.0,"(9.0, 0)","(70.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9009,9009,2006-10-08,2006,5,False,New York Giants,19.0,3.0,Washington Redskins,NYG,"(-5.5, 0)","(45.5, 0)",Giants Stadium,False,61.0,"(6.0, 0)","(59.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9025,9025,2006-10-15,2006,6,False,Washington Redskins,22.0,25.0,Tennessee Titans,WAS,"(-12.0, 0)","(39.5, 0)",FedEx Field,False,50.0,"(7.0, 0)","(46.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9032,9032,2006-10-22,2006,7,False,Indianapolis Colts,36.0,22.0,Washington Redskins,IND,"(-8.5, 0)","(47.0, 0)",RCA Dome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9066,9066,2006-11-05,2006,9,False,Washington Redskins,22.0,19.0,Dallas Cowboys,DAL,"(-3.0, 0)","(40.5, 0)",FedEx Field,False,42.0,"(4.0, 0)","(53.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9079,9079,2006-11-12,2006,10,False,Philadelphia Eagles,27.0,3.0,Washington Redskins,PHI,"(-8.0, 0)","(41.5, 0)",Lincoln Financial Field,False,59.0,"(13.0, 0)","(88.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9098,9098,2006-11-19,2006,11,False,Tampa Bay Buccaneers,20.0,17.0,Washington Redskins,TB,"(-3.0, 0)","(34.0, 0)",Raymond James Stadium,False,58.0,"(8.0, 0)","(60.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
