,Unnamed: 0,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
9300,9300,2007-10-21,2007,7,False,Detroit Lions,23.0,16.0,Tampa Bay Buccaneers,DET,"(-2.5, 0)","(44.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9311,9311,2007-10-28,2007,8,False,Chicago Bears,7.0,16.0,Detroit Lions,CHI,"(-6.0, 0)","(45.5, 0)",Soldier Field,False,45.0,"(5.0, 0)","(51.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9326,9326,2007-11-04,2007,9,False,Detroit Lions,44.0,7.0,Denver Broncos,DET,"(-3.0, 0)","(46.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9337,9337,2007-11-11,2007,10,False,Arizona Cardinals,31.0,21.0,Detroit Lions,ARI,"(-2.0, 0)","(45.0, 0)",University of Phoenix Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9356,9356,2007-11-18,2007,11,False,Detroit Lions,10.0,16.0,New York Giants,NYG,"(-2.5, 0)","(48.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9369,9369,2007-11-22,2007,12,False,Detroit Lions,26.0,37.0,Green Bay Packers,GB,"(-3.0, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9390,9390,2007-12-02,2007,13,False,Minnesota Vikings,42.0,10.0,Detroit Lions,MIN,"(-4.5, 0)","(44.5, 0)",Hubert H. Humphrey Metrodome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9404,9404,2007-12-09,2007,14,False,Detroit Lions,27.0,28.0,Dallas Cowboys,DAL,"(-10.5, 0)","(50.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9427,9427,2007-12-16,2007,15,False,San Diego Chargers,51.0,14.0,Detroit Lions,LAC,"(-9.5, 0)","(46.0, 0)",Qualcomm Stadium,False,54.0,"(5.0, 0)","(56.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9437,9437,2007-12-23,2007,16,False,Detroit Lions,25.0,20.0,Kansas City Chiefs,DET,"(-5.0, 0)","(43.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9454,9454,2007-12-30,2007,17,False,Green Bay Packers,34.0,13.0,Detroit Lions,GB,"(-3.0, 0)","(38.5, 0)",Lambeau Field,False,22.0,"(5.0, 0)","(80.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9475,9475,2008-09-07,2008,1,False,Atlanta Falcons,34.0,21.0,Detroit Lions,DET,"(-3.0, 0)","(41.0, 0)",Georgia Dome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9495,9495,2008-09-14,2008,2,False,Detroit Lions,25.0,48.0,Green Bay Packers,GB,"(-3.0, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9516,9516,2008-09-21,2008,3,False,San Francisco 49ers,31.0,13.0,Detroit Lions,SF,"(-5.0, 0)","(47.0, 0)",Candlestick Park,False,62.0,"(16.0, 0)","(77.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9539,9539,2008-10-05,2008,5,False,Detroit Lions,7.0,34.0,Chicago Bears,CHI,"(-3.0, 0)","(45.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9553,9553,2008-10-12,2008,6,False,Minnesota Vikings,12.0,10.0,Detroit Lions,MIN,"(-13.0, 0)","(45.5, 0)",Hubert H. Humphrey Metrodome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9567,9567,2008-10-19,2008,7,False,Houston Texans,28.0,21.0,Detroit Lions,HOU,"(-11.5, 0)","(47.5, 0)",Reliant Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9579,9579,2008-10-26,2008,8,False,Detroit Lions,17.0,25.0,Washington Redskins,WAS,"(-7.0, 0)","(42.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9591,9591,2008-11-02,2008,9,False,Chicago Bears,27.0,23.0,Detroit Lions,CHI,"(-12.5, 0)","(43.5, 0)",Soldier Field,False,54.0,"(10.0, 0)","(74.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9607,9607,2008-11-09,2008,10,False,Detroit Lions,14.0,38.0,Jacksonville Jaguars,JAX,"(-5.0, 0)","(43.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9620,9620,2008-11-16,2008,11,False,Carolina Panthers,31.0,22.0,Detroit Lions,CAR,"(-14.0, 0)","(40.5, 0)",Bank of America Stadium,False,46.0,"(9.0, 0)","(54.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9641,9641,2008-11-23,2008,12,False,Detroit Lions,20.0,38.0,Tampa Bay Buccaneers,TB,"(-8.0, 0)","(42.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9651,9651,2008-11-27,2008,13,False,Detroit Lions,10.0,47.0,Tennessee Titans,TEN,"(-11.0, 0)","(44.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9672,9672,2008-12-07,2008,14,False,Detroit Lions,16.0,20.0,Minnesota Vikings,MIN,"(-10.5, 0)","(45.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9690,9690,2008-12-14,2008,15,False,Indianapolis Colts,31.0,21.0,Detroit Lions,IND,"(-17.0, 0)","(45.0, 0)",Lucas Oil Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9702,9702,2008-12-21,2008,16,False,Detroit Lions,7.0,42.0,New Orleans Saints,NO,"(-7.0, 0)","(50.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9719,9719,2008-12-28,2008,17,False,Green Bay Packers,31.0,21.0,Detroit Lions,GB,"(-11.0, 0)","(41.5, 0)",Lambeau Field,False,28.0,"(17.0, 0)","(85.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9751,9751,2009-09-13,2009,1,False,New Orleans Saints,45.0,27.0,Detroit Lions,NO,"(-14.0, 0)","(50.0, 0)",Louisiana Superdome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9762,9762,2009-09-20,2009,2,False,Detroit Lions,13.0,27.0,Minnesota Vikings,MIN,"(-10.0, 0)","(45.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9777,9777,2009-09-27,2009,3,False,Detroit Lions,19.0,14.0,Washington Redskins,WAS,"(-6.0, 0)","(39.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9789,9789,2009-10-04,2009,4,False,Chicago Bears,48.0,24.0,Detroit Lions,CHI,"(-9.5, 0)","(43.0, 0)",Soldier Field,False,52.0,"(11.0, 0)","(76.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9808,9808,2009-10-11,2009,5,False,Detroit Lions,20.0,28.0,Pittsburgh Steelers,PIT,"(-11.0, 0)","(44.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9819,9819,2009-10-18,2009,6,False,Green Bay Packers,26.0,0.0,Detroit Lions,GB,"(-14.0, 0)","(48.0, 0)",Lambeau Field,False,43.0,"(8.0, 0)","(76.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9849,9849,2009-11-01,2009,8,False,Detroit Lions,10.0,17.0,St. Louis Rams,DET,"(-4.0, 0)","(43.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9867,9867,2009-11-08,2009,9,False,Seattle Seahawks,32.0,20.0,Detroit Lions,SEA,"(-10.0, 0)","(42.0, 0)",CenturyLink Field,False,50.0,"(11.0, 0)","(84.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9876,9876,2009-11-15,2009,10,False,Minnesota Vikings,27.0,10.0,Detroit Lions,MIN,"(-17.0, 0)","(47.5, 0)",Mall of America Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9890,9890,2009-11-22,2009,11,False,Detroit Lions,38.0,37.0,Cleveland Browns,DET,"(-3.0, 0)","(37.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9903,9903,2009-11-26,2009,12,False,Detroit Lions,12.0,34.0,Green Bay Packers,GB,"(-11.5, 0)","(48.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9922,9922,2009-12-06,2009,13,False,Cincinnati Bengals,23.0,13.0,Detroit Lions,CIN,"(-13.5, 0)","(42.0, 0)",Paul Brown Stadium,False,33.0,"(5.0, 0)","(68.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9935,9935,2009-12-13,2009,14,False,Baltimore Ravens,48.0,3.0,Detroit Lions,BAL,"(-14.0, 0)","(40.5, 0)",M&T Bank Stadium,False,35.0,"(4.0, 0)","(71.0, 0)","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
9955,9955,2009-12-20,2009,15,False,Detroit Lions,24.0,31.0,Arizona Cardinals,ARI,"(-14.0, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
9978,9978,2009-12-27,2009,16,False,San Francisco 49ers,20.0,6.0,Detroit Lions,SF,"(-14.0, 0)","(41.0, 0)",Candlestick Park,False,54.0,"(6.0, 0)","(91.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9987,9987,2010-01-03,2009,17,False,Detroit Lions,23.0,37.0,Chicago Bears,CHI,"(-4.5, 0)","(44.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10010,10010,2010-09-12,2010,1,False,Chicago Bears,19.0,14.0,Detroit Lions,CHI,"(-6.5, 0)","(45.0, 0)",Soldier Field,False,75.0,"(1.0, 0)","(45.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10030,10030,2010-09-19,2010,2,False,Detroit Lions,32.0,35.0,Philadelphia Eagles,PHI,"(-6.5, 0)","(41.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10048,10048,2010-09-26,2010,3,False,Minnesota Vikings,24.0,10.0,Detroit Lions,MIN,"(-13.0, 0)","(43.0, 0)",Mall of America Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10059,10059,2010-10-03,2010,4,False,Green Bay Packers,28.0,26.0,Detroit Lions,GB,"(-14.5, 0)","(46.0, 0)",Lambeau Field,False,52.0,"(8.0, 0)","(61.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10077,10077,2010-10-10,2010,5,False,Detroit Lions,44.0,6.0,St. Louis Rams,DET,"(-3.0, 0)","(42.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10090,10090,2010-10-17,2010,6,False,New York Giants,28.0,20.0,Detroit Lions,NYG,"(-10.0, 0)","(45.5, 0)",MetLife Stadium,False,63.0,"(9.0, 0)","(44.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10115,10115,2010-10-31,2010,8,False,Detroit Lions,37.0,25.0,Washington Redskins,DET,"(-3.0, 0)","(45.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10130,10130,2010-11-07,2010,9,False,Detroit Lions,20.0,23.0,New York Jets,NYJ,"(-5.5, 0)","(42.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10140,10140,2010-11-14,2010,10,False,Buffalo Bills,14.0,12.0,Detroit Lions,BUF,"(-1.5, 0)","(45.0, 0)",Ralph Wilson Stadium,False,58.0,"(1.0, 0)","(36.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10155,10155,2010-11-21,2010,11,False,Dallas Cowboys,35.0,19.0,Detroit Lions,DAL,"(-7.0, 0)","(44.5, 0)",Cowboys Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10169,10169,2010-11-25,2010,12,False,Detroit Lions,24.0,45.0,New England Patriots,NE,"(-7.5, 0)","(50.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10188,10188,2010-12-05,2010,13,False,Detroit Lions,20.0,24.0,Chicago Bears,CHI,"(-5.5, 0)","(43.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10206,10206,2010-12-12,2010,14,False,Detroit Lions,7.0,3.0,Green Bay Packers,GB,"(-7.0, 0)","(46.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10229,10229,2010-12-19,2010,15,False,Tampa Bay Buccaneers,20.0,23.0,Detroit Lions,TB,"(-4.0, 0)","(43.0, 0)",Raymond James Stadium,False,54.0,"(1.0, 0)","(96.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10242,10242,2010-12-26,2010,16,False,Miami Dolphins,27.0,34.0,Detroit Lions,MIA,"(-3.5, 0)","(41.0, 0)",Sun Life Stadium,False,69.0,"(2.0, 0)","(47.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10252,10252,2011-01-02,2010,17,False,Detroit Lions,20.0,13.0,Minnesota Vikings,DET,"(-3.5, 0)","(43.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10287,10287,2011-09-11,2011,1,False,Tampa Bay Buccaneers,20.0,27.0,Detroit Lions,TB,"(-1.5, 0)","(43.5, 0)",Raymond James Stadium,False,88.0,"(6.0, 0)","(55.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10295,10295,2011-09-18,2011,2,False,Detroit Lions,48.0,3.0,Kansas City Chiefs,DET,"(-9.0, 0)","(45.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10313,10313,2011-09-25,2011,3,False,Minnesota Vikings,23.0,26.0,Detroit Lions,DET,"(-3.0, 0)","(45.0, 0)",Mall of America Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10328,10328,2011-10-02,2011,4,False,Dallas Cowboys,30.0,34.0,Detroit Lions,DAL,"(-2.5, 0)","(46.5, 0)",Cowboys Stadium,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10351,10351,2011-10-10,2011,5,False,Detroit Lions,24.0,13.0,Chicago Bears,DET,"(-7.0, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10356,10356,2011-10-16,2011,6,False,Detroit Lions,19.0,25.0,San Francisco 49ers,DET,"(-5.0, 0)","(45.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10369,10369,2011-10-23,2011,7,False,Detroit Lions,16.0,23.0,Atlanta Falcons,DET,"(-4.5, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10381,10381,2011-10-30,2011,8,False,Denver Broncos,10.0,45.0,Detroit Lions,DET,"(-3.5, 0)","(43.5, 0)",Sports Authority Field at Mile High,False,59.0,"(5.0, 0)","(31.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10408,10408,2011-11-13,2011,10,False,Chicago Bears,37.0,13.0,Detroit Lions,CHI,"(-3.0, 0)","(42.5, 0)",Soldier Field,False,71.0,"(2.0, 0)","(44.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10426,10426,2011-11-20,2011,11,False,Detroit Lions,49.0,35.0,Carolina Panthers,DET,"(-7.0, 0)","(47.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10437,10437,2011-11-24,2011,12,False,Detroit Lions,15.0,27.0,Green Bay Packers,GB,"(-4.5, 0)","(55.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10460,10460,2011-12-04,2011,13,False,New Orleans Saints,31.0,17.0,Detroit Lions,NO,"(-9.0, 0)","(54.5, 0)",Louisiana Superdome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10474,10474,2011-12-11,2011,14,False,Detroit Lions,34.0,28.0,Minnesota Vikings,DET,"(-10.0, 0)","(47.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10494,10494,2011-12-18,2011,15,False,Oakland Raiders,27.0,28.0,Detroit Lions,DET,"(-1.5, 0)","(47.5, 0)",Oakland Coliseum,False,51.0,"(1.0, 0)","(84.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10505,10505,2011-12-24,2011,16,False,Detroit Lions,38.0,10.0,San Diego Chargers,LAC,"(-1.0, 0)","(53.0, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10520,10520,2012-01-01,2011,17,False,Green Bay Packers,45.0,41.0,Detroit Lions,DET,"(-6.5, 0)","(42.0, 0)",Lambeau Field,False,31.0,"(2.0, 0)","(78.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10532,10532,2012-01-07,2011,Wildcard,True,New Orleans Saints,45.0,28.0,Detroit Lions,NO,"(-10.5, 0)","(60.0, 0)",Louisiana Superdome,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10547,10547,2012-09-09,2012,1,False,Detroit Lions,27.0,23.0,St. Louis Rams,DET,"(-9.0, 0)","(46.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10570,10570,2012-09-16,2012,2,False,San Francisco 49ers,27.0,19.0,Detroit Lions,SF,"(-7.0, 0)","(46.0, 0)",Candlestick Park,False,62.0,"(2.0, 0)","(62.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10587,10587,2012-09-23,2012,3,False,Tennessee Titans,44.0,41.0,Detroit Lions,DET,"(-4.0, 0)","(47.0, 0)",Nissan Stadium,False,68.0,"(8.0, 0)","(32.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10595,10595,2012-09-30,2012,4,False,Detroit Lions,13.0,20.0,Minnesota Vikings,DET,"(-4.0, 0)","(48.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10627,10627,2012-10-14,2012,6,False,Philadelphia Eagles,23.0,26.0,Detroit Lions,PHI,"(-3.5, 0)","(47.5, 0)",Lincoln Financial Field,False,73.0,"(14.0, 0)","(58.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10645,10645,2012-10-22,2012,7,False,Chicago Bears,13.0,7.0,Detroit Lions,CHI,"(-6.5, 0)","(47.0, 0)",Soldier Field,False,66.0,"(9.0, 0)","(89.0, 0)","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10651,10651,2012-10-28,2012,8,False,Detroit Lions,28.0,24.0,Seattle Seahawks,DET,"(-3.0, 0)","(42.5, 0)",Ford Field,False,72.0,"(0.0, 0)","(0, 1)","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
